0,0.25
1,0.21875
2,0.1875
3,0.197917
4,0.125
5,0.40625
6,0.5625
7,0.5
8,0.385417
9,0.416667
10,0.541667
11,0.520833
12,0.541667
13,0.552083
14,0.447917
15,0.40625
