0,0.21875
1,0.28125
2,0.208333
3,0.21875
4,0.208333
5,0.4375
6,0.645833
7,0.583333
8,0.479167
9,0.447917
10,0.583333
11,0.604167
12,0.583333
13,0.572917
14,0.416667
15,0.385417
