0,0.333333
1,0.28125
2,0.1875
3,0.197917
4,0.21875
5,0.541667
6,0.65625
7,0.53125
8,0.4375
9,0.479167
10,0.59375
11,0.635417
12,0.572917
13,0.614583
14,0.489583
15,0.395833
