0,0.260417
1,0.1875
2,0.177083
3,0.260417
4,0.15625
5,0.46875
6,0.666667
7,0.53125
8,0.364583
9,0.354167
10,0.5
11,0.510417
12,0.520833
13,0.625
14,0.385417
15,0.395833
